variable,description
v440,Height/Age standard deviation
v441,Height/Age percent ref. median
v442,Weight/Height percent ref. median (DHS)
v443,Weight/Height percent ref. median (Fog)
v444,Weight/Height percent ref. median (WHO)
v444a,Weight/Height standard deviation (DHS)
v445,Body Mass Index
v446,Rohrer's index
v447,Result of measurement - height/weight
v447a,Women's age in years (from household questionnaire)
v452a,Under age 18 (from household questionnaire)
v452b,Line number of parent/caretaker
v452c,Read consent statement - hemoglobin
v453,Hemoglobin level (g/dl - 1 decimal)
v454,Currently pregnant (from household questionnaire)
v455,Result of measurement - hemoglobin
v456,Hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)
v457,Anemia level
v458,NA - Agrees to referral - anemia
v459,Have mosquito bed net for sleeping (from household questionnaire)
v460,Children under 5 slept under mosquito bed net last night (household questionnaire)
v461,Respondent slept under mosquito bed net
v462,NA - Washed hands before preparing last meal
v463a,Smokes cigarettes
v463b,Smokes pipe
v463c,Uses chewing tobacco
v463d,Uses snuff
v463e,Smokes cigars/natural tobacco wrapped by hand
v463f,NA - Smokes country specific
v463g,NA - Smokes country specific
v463x,Smokes other
v463z,Does not use tobacco
v464,Number of cigarettes in last 24 hours
v465,Disposal of youngest child's stools when not using toilet
v466,"NA - When child is seriously ill, can decide whether medical treatment sought"
v467a,NA - Getting medical help for self: know where to go
v467b,Getting medical help for self: getting permission to go
v467c,Getting medical help for self: getting money needed for treatment
v467d,Getting medical help for self: distance to health facility
v467e,NA - Getting medical help for self: having to take transport
v467f,Getting medical help for self: not wanting to go alone
v467g,NA - Getting medical help for self: concern no female health provider
v467h,NA - Getting medical help for self: concern no provider
v467i,NA - Getting medical help for self: concern no drugs available
v467j,NA - Getting medical help for self: CS
v467k,NA - Getting medical help for self: CS
v467l,NA - Getting medical help for self: CS
v467m,NA - Getting medical help for self: CS
v468,Record for Last Birth
v469e,Times gave child powdered/tinned/fresh milk
v469f,Times gave child infant formula
v469x,Times gave child yogurt
v471a,"NA - Mother had tinned, powdered or fresh milk"
v471b,NA - Mother had tea or coffee
v471c,NA - Mother had any other liquid
v471d,NA - Mother had CS liquid
v471e,NA - Mother had CS liquid
v471f,NA - Mother had CS liquid
v471g,NA - Mother had CS liquid
v472a,NA - Mother had CS foods
v472b,NA - Mother had CS foods
v472c,NA - Mother had CS foods
v472d,NA - Mother had CS foods
v472e,"NA - Mother had bread, noodles, other made from grains"
v472f,"NA - Mother had potatoes, cassava, or other tubers"
v472g,NA - Mother had eggs
v472h,"NA - Mother had meat (beef, pork, lamb, chicken, etc)"
v472i,"NA - Mother had pumpkin, carrots, squash (yellow or orange inside)"
v472j,NA - Mother had any dark green leafy vegetables
v472k,"NA - Mother had mangoes, papayas, other vitamin A fruits"
v472l,NA - Mother had any other fruits
v472m,"NA - Mother had liver, heart, other organs"
v472n,NA - Mother had fish or shellfish
v472o,"NA - Mother had food made from beans, peas, lentils, nuts"
v472p,"NA - Mother had cheese, yogurt, other milk products"
v472q,"NA - Mother had oil, fats, butter, products made of them"
v472r,"NA - Mother had chocolates, sweets, candies, pastries, etc"
v472s,NA - Mother had other solid-semisolid food
v472t,NA - Mother had CS foods
v472u,NA - Mother had CS foods
v473a,Read consent statement - HIV
v473b,Result of measurement - HIV
v474,NA - Heard of tuberculosis or TB
v474a,NA - Tuberculosis spread by: air when coughing or sneezing
v474b,NA - Tuberculosis spread by: sharing utensils
v474c,NA - Tuberculosis spread by: touching a person with TB
v474d,NA - Tuberculosis spread by: food
v474e,NA - Tuberculosis spread by: sexual contact
v474f,NA - Tuberculosis spread by: mosquito bites
v474g,NA - Tuberculosis spread by: CS
v474h,NA - Tuberculosis spread by: CS
v474i,NA - Tuberculosis spread by: CS
v474j,NA - Tuberculosis spread by: CS
v474x,NA - Tuberculosis spread by: other
v474z,NA - Tuberculosis spread by: don't know
v475,NA - Tuberculosis can be cured
v476,NA - Keep secret when family member gets TB
v477,Number of injections in last 12 months
v478,Number of injections administered by a health worker
v479,NA - Place of injection by health worker
v480,"Syringe and needle from new, unopened package"
v481,Covered by health insurance
v481a,Health insurance type: mutual/community organization
v481b,Health insurance type: provided by employer
v481c,Health insurance type: social security
v481d,Health insurance type: private/commercially purchased
v481e,NA - Health insurance type: CS
v481f,NA - Health insurance type: CS
v481g,NA - Health insurance type: CS
v481h,NA - Health insurance type: CS
v481x,Health insurance type: other
v482a,NA - Arrange care of biological children under age 18
v482b,NA - Primary caregiver of children under age 18
v482c,NA - Arrange care of non-biological children < 18
hidx_1,Index to birth history
hidx_2,Index to birth history
hidx_3,Index to birth history
hidx_4,Index to birth history
hidx_5,Index to birth history
hidx_6,Index to birth history
h1_1,Has health card
h1_2,Has health card
h1_3,Has health card
h1_4,Has health card
h1_5,Has health card
h1_6,Has health card
h2_1,Received BCG
h2_2,Received BCG
h2_3,Received BCG
h2_4,Received BCG
h2_5,Received BCG
h2_6,Received BCG
h2d_1,BCG day
h2d_2,BCG day
h2d_3,BCG day
h2d_4,BCG day
h2d_5,BCG day
h2d_6,BCG day
h2m_1,BCG month
h2m_2,BCG month
h2m_3,BCG month
h2m_4,BCG month
h2m_5,BCG month
h2m_6,BCG month
h2y_1,BCG year
h2y_2,BCG year
h2y_3,BCG year
h2y_4,BCG year
h2y_5,BCG year
h2y_6,BCG year
h3_1,Received DPT 1
h3_2,Received DPT 1
h3_3,Received DPT 1
h3_4,Received DPT 1
h3_5,Received DPT 1
h3_6,Received DPT 1
h3d_1,DPT 1 day
h3d_2,DPT 1 day
h3d_3,DPT 1 day
h3d_4,DPT 1 day
h3d_5,DPT 1 day
h3d_6,DPT 1 day
h3m_1,DPT 1 month
h3m_2,DPT 1 month
h3m_3,DPT 1 month
h3m_4,DPT 1 month
h3m_5,DPT 1 month
h3m_6,DPT 1 month
h3y_1,DPT 1 year
h3y_2,DPT 1 year
h3y_3,DPT 1 year
h3y_4,DPT 1 year
h3y_5,DPT 1 year
h3y_6,DPT 1 year
h4_1,Received POLIO 1
h4_2,Received POLIO 1
h4_3,Received POLIO 1
h4_4,Received POLIO 1
h4_5,Received POLIO 1
h4_6,Received POLIO 1
h4d_1,POLIO 1 day
h4d_2,POLIO 1 day
h4d_3,POLIO 1 day
h4d_4,POLIO 1 day
h4d_5,POLIO 1 day
h4d_6,POLIO 1 day
h4m_1,POLIO 1 month
h4m_2,POLIO 1 month
h4m_3,POLIO 1 month
h4m_4,POLIO 1 month
h4m_5,POLIO 1 month
h4m_6,POLIO 1 month
h4y_1,POLIO 1 year
h4y_2,POLIO 1 year
h4y_3,POLIO 1 year
h4y_4,POLIO 1 year
h4y_5,POLIO 1 year
h4y_6,POLIO 1 year
h5_1,Received DPT 2
h5_2,Received DPT 2
h5_3,Received DPT 2
h5_4,Received DPT 2
h5_5,Received DPT 2
h5_6,Received DPT 2
h5d_1,DPT 2 day
h5d_2,DPT 2 day
h5d_3,DPT 2 day
h5d_4,DPT 2 day
h5d_5,DPT 2 day
h5d_6,DPT 2 day
h5m_1,DPT 2 month
h5m_2,DPT 2 month
h5m_3,DPT 2 month
h5m_4,DPT 2 month
h5m_5,DPT 2 month
h5m_6,DPT 2 month
h5y_1,DPT 2 year
h5y_2,DPT 2 year
h5y_3,DPT 2 year
h5y_4,DPT 2 year
h5y_5,DPT 2 year
h5y_6,DPT 2 year
h6_1,Received POLIO 2
h6_2,Received POLIO 2
h6_3,Received POLIO 2
h6_4,Received POLIO 2
h6_5,Received POLIO 2
h6_6,Received POLIO 2
h6d_1,POLIO 2 day
h6d_2,POLIO 2 day
h6d_3,POLIO 2 day
h6d_4,POLIO 2 day
h6d_5,POLIO 2 day
h6d_6,POLIO 2 day
h6m_1,POLIO 2 month
h6m_2,POLIO 2 month
h6m_3,POLIO 2 month
h6m_4,POLIO 2 month
h6m_5,POLIO 2 month
h6m_6,POLIO 2 month
h6y_1,POLIO 2 year
h6y_2,POLIO 2 year
h6y_3,POLIO 2 year
h6y_4,POLIO 2 year
h6y_5,POLIO 2 year
h6y_6,POLIO 2 year
h7_1,Received DPT 3
h7_2,Received DPT 3
h7_3,Received DPT 3
h7_4,Received DPT 3
h7_5,Received DPT 3
h7_6,Received DPT 3
h7d_1,DPT 3 day
h7d_2,DPT 3 day
h7d_3,DPT 3 day
h7d_4,DPT 3 day
h7d_5,DPT 3 day
h7d_6,DPT 3 day
h7m_1,DPT 3 month
h7m_2,DPT 3 month
h7m_3,DPT 3 month
h7m_4,DPT 3 month
h7m_5,DPT 3 month
h7m_6,DPT 3 month
h7y_1,DPT 3 year
h7y_2,DPT 3 year
h7y_3,DPT 3 year
h7y_4,DPT 3 year
h7y_5,DPT 3 year
h7y_6,DPT 3 year
h8_1,Received POLIO 3
h8_2,Received POLIO 3
h8_3,Received POLIO 3
h8_4,Received POLIO 3
h8_5,Received POLIO 3
h8_6,Received POLIO 3
h8d_1,POLIO 3 day
h8d_2,POLIO 3 day
h8d_3,POLIO 3 day
h8d_4,POLIO 3 day
h8d_5,POLIO 3 day
h8d_6,POLIO 3 day
h8m_1,POLIO 3 month
h8m_2,POLIO 3 month
h8m_3,POLIO 3 month
h8m_4,POLIO 3 month
h8m_5,POLIO 3 month
h8m_6,POLIO 3 month
h8y_1,POLIO 3 year
h8y_2,POLIO 3 year
h8y_3,POLIO 3 year
h8y_4,POLIO 3 year
h8y_5,POLIO 3 year
h8y_6,POLIO 3 year
h9_1,Received MEASLES
h9_2,Received MEASLES
h9_3,Received MEASLES
h9_4,Received MEASLES
h9_5,Received MEASLES
h9_6,Received MEASLES
h9d_1,MEASLES day
h9d_2,MEASLES day
h9d_3,MEASLES day
h9d_4,MEASLES day
h9d_5,MEASLES day
h9d_6,MEASLES day
h9m_1,MEASLES month
h9m_2,MEASLES month
h9m_3,MEASLES month
h9m_4,MEASLES month
h9m_5,MEASLES month
h9m_6,MEASLES month
h9y_1,MEASLES year
h9y_2,MEASLES year
h9y_3,MEASLES year
h9y_4,MEASLES year
h9y_5,MEASLES year
h9y_6,MEASLES year
h0_1,Received POLIO 0
h0_2,Received POLIO 0
h0_3,Received POLIO 0
h0_4,Received POLIO 0
h0_5,Received POLIO 0
h0_6,Received POLIO 0
h0d_1,POLIO 0 day
h0d_2,POLIO 0 day
h0d_3,POLIO 0 day
h0d_4,POLIO 0 day
h0d_5,POLIO 0 day
h0d_6,POLIO 0 day
h0m_1,POLIO 0 month
h0m_2,POLIO 0 month
h0m_3,POLIO 0 month
h0m_4,POLIO 0 month
h0m_5,POLIO 0 month
h0m_6,POLIO 0 month
h0y_1,POLIO 0 year
h0y_2,POLIO 0 year
h0y_3,POLIO 0 year
h0y_4,POLIO 0 year
h0y_5,POLIO 0 year
h0y_6,POLIO 0 year
h10_1,Ever had vaccination
h10_2,Ever had vaccination
h10_3,Ever had vaccination
h10_4,Ever had vaccination
h10_5,Ever had vaccination
h10_6,Ever had vaccination
h11_1,Had diarrhea recently
h11_2,Had diarrhea recently
h11_3,Had diarrhea recently
h11_4,Had diarrhea recently
h11_5,Had diarrhea recently
h11_6,Had diarrhea recently
h11b_1,Blood in the stools
h11b_2,Blood in the stools
h11b_3,Blood in the stools
h11b_4,Blood in the stools
h11b_5,Blood in the stools
h11b_6,Blood in the stools
h12a_1,Diarrhea: government hospital
h12a_2,Diarrhea: government hospital
h12a_3,Diarrhea: government hospital
h12a_4,Diarrhea: government hospital
h12a_5,Diarrhea: government hospital
h12a_6,Diarrhea: government hospital
h12b_1,Diarrhea: government health center
h12b_2,Diarrhea: government health center
h12b_3,Diarrhea: government health center
h12b_4,Diarrhea: government health center
h12b_5,Diarrhea: government health center
h12b_6,Diarrhea: government health center
h12c_1,Diarrhea: government health post
h12c_2,Diarrhea: government health post
h12c_3,Diarrhea: government health post
h12c_4,Diarrhea: government health post
h12c_5,Diarrhea: government health post
h12c_6,Diarrhea: government health post
h12d_1,Diarrhea: maternity clinic
h12d_2,Diarrhea: maternity clinic
h12d_3,Diarrhea: maternity clinic
h12d_4,Diarrhea: maternity clinic
h12d_5,Diarrhea: maternity clinic
h12d_6,Diarrhea: maternity clinic
h12e_1,Diarrhea: community relay
h12e_2,Diarrhea: community relay
h12e_3,Diarrhea: community relay
h12e_4,Diarrhea: community relay
h12e_5,Diarrhea: community relay
h12e_6,Diarrhea: community relay
h12f_1,Diarrhea: mobile clinic
h12f_2,Diarrhea: mobile clinic
h12f_3,Diarrhea: mobile clinic
h12f_4,Diarrhea: mobile clinic
h12f_5,Diarrhea: mobile clinic
h12f_6,Diarrhea: mobile clinic
h12g_1,Diarrhea: health worker
h12g_2,Diarrhea: health worker
h12g_3,Diarrhea: health worker
h12g_4,Diarrhea: health worker
h12g_5,Diarrhea: health worker
h12g_6,Diarrhea: health worker
h12h_1,Diarrhea: other public sector
h12h_2,Diarrhea: other public sector
h12h_3,Diarrhea: other public sector
h12h_4,Diarrhea: other public sector
h12h_5,Diarrhea: other public sector
h12h_6,Diarrhea: other public sector
h12i_1,NA - Diarrhea: CS public sector
h12i_2,NA - Diarrhea: CS public sector
h12i_3,NA - Diarrhea: CS public sector
h12i_4,NA - Diarrhea: CS public sector
h12i_5,NA - Diarrhea: CS public sector
h12i_6,NA - Diarrhea: CS public sector
h12j_1,Diarrhea: private hospital/clinic
h12j_2,Diarrhea: private hospital/clinic
h12j_3,Diarrhea: private hospital/clinic
h12j_4,Diarrhea: private hospital/clinic
h12j_5,Diarrhea: private hospital/clinic
h12j_6,Diarrhea: private hospital/clinic
h12k_1,Diarrhea: private pharmacy
h12k_2,Diarrhea: private pharmacy
h12k_3,Diarrhea: private pharmacy
h12k_4,Diarrhea: private pharmacy
h12k_5,Diarrhea: private pharmacy
h12k_6,Diarrhea: private pharmacy
h12l_1,Diarrhea: private doctor
h12l_2,Diarrhea: private doctor
h12l_3,Diarrhea: private doctor
h12l_4,Diarrhea: private doctor
h12l_5,Diarrhea: private doctor
h12l_6,Diarrhea: private doctor
h12m_1,Diarrhea: mobile nurse
h12m_2,Diarrhea: mobile nurse
h12m_3,Diarrhea: mobile nurse
h12m_4,Diarrhea: mobile nurse
h12m_5,Diarrhea: mobile nurse
h12m_6,Diarrhea: mobile nurse
h12n_1,Diarrhea: other medical private
h12n_2,Diarrhea: other medical private
h12n_3,Diarrhea: other medical private
h12n_4,Diarrhea: other medical private
h12n_5,Diarrhea: other medical private
h12n_6,Diarrhea: other medical private
h12o_1,NA - Diarrhea: CS private medical
h12o_2,NA - Diarrhea: CS private medical
h12o_3,NA - Diarrhea: CS private medical
h12o_4,NA - Diarrhea: CS private medical
h12o_5,NA - Diarrhea: CS private medical
h12o_6,NA - Diarrhea: CS private medical
h12p_1,NA - Diarrhea: CS private medical
h12p_2,NA - Diarrhea: CS private medical
h12p_3,NA - Diarrhea: CS private medical
h12p_4,NA - Diarrhea: CS private medical
h12p_5,NA - Diarrhea: CS private medical
h12p_6,NA - Diarrhea: CS private medical
h12q_1,NA - Diarrhea: CS private medical
h12q_2,NA - Diarrhea: CS private medical
h12q_3,NA - Diarrhea: CS private medical
h12q_4,NA - Diarrhea: CS private medical
h12q_5,NA - Diarrhea: CS private medical
h12q_6,NA - Diarrhea: CS private medical
h12r_1,NA - Diarrhea: CS private medical
h12r_2,NA - Diarrhea: CS private medical
h12r_3,NA - Diarrhea: CS private medical
h12r_4,NA - Diarrhea: CS private medical
h12r_5,NA - Diarrhea: CS private medical
h12r_6,NA - Diarrhea: CS private medical
h12s_1,Diarrhea: shop
h12s_2,Diarrhea: shop
h12s_3,Diarrhea: shop
h12s_4,Diarrhea: shop
h12s_5,Diarrhea: shop
h12s_6,Diarrhea: shop
h12t_1,Diarrhea: traditional pract.
h12t_2,Diarrhea: traditional pract.
h12t_3,Diarrhea: traditional pract.
h12t_4,Diarrhea: traditional pract.
h12t_5,Diarrhea: traditional pract.
h12t_6,Diarrhea: traditional pract.
h12u_1,Diarrhea: market
h12u_2,Diarrhea: market
h12u_3,Diarrhea: market
h12u_4,Diarrhea: market
h12u_5,Diarrhea: market
h12u_6,Diarrhea: market
h12v_1,NA - Diarrhea: CS other sector
h12v_2,NA - Diarrhea: CS other sector
h12v_3,NA - Diarrhea: CS other sector
h12v_4,NA - Diarrhea: CS other sector
h12v_5,NA - Diarrhea: CS other sector
h12v_6,NA - Diarrhea: CS other sector
h12w_1,NA - Diarrhea: CS other sector
h12w_2,NA - Diarrhea: CS other sector
h12w_3,NA - Diarrhea: CS other sector
h12w_4,NA - Diarrhea: CS other sector
h12w_5,NA - Diarrhea: CS other sector
h12w_6,NA - Diarrhea: CS other sector
h12x_1,Diarrhea: Other
h12x_2,Diarrhea: Other
h12x_3,Diarrhea: Other
h12x_4,Diarrhea: Other
h12x_5,Diarrhea: Other
h12x_6,Diarrhea: Other
h12y_1,Diarrhea: no treatment
h12y_2,Diarrhea: no treatment
h12y_3,Diarrhea: no treatment
h12y_4,Diarrhea: no treatment
h12y_5,Diarrhea: no treatment
h12y_6,Diarrhea: no treatment
h12z_1,Diarrhea: medical treatment
h12z_2,Diarrhea: medical treatment
h12z_3,Diarrhea: medical treatment
h12z_4,Diarrhea: medical treatment
h12z_5,Diarrhea: medical treatment
h12z_6,Diarrhea: medical treatment
h13_1,Given oral rehydration
h13_2,Given oral rehydration
h13_3,Given oral rehydration
h13_4,Given oral rehydration
h13_5,Given oral rehydration
h13_6,Given oral rehydration
h13b_1,Given pre-packaged ORS liquid
h13b_2,Given pre-packaged ORS liquid
h13b_3,Given pre-packaged ORS liquid
h13b_4,Given pre-packaged ORS liquid
h13b_5,Given pre-packaged ORS liquid
h13b_6,Given pre-packaged ORS liquid
h14_1,Given recommended home solution
h14_2,Given recommended home solution
h14_3,Given recommended home solution
h14_4,Given recommended home solution
h14_5,Given recommended home solution
h14_6,Given recommended home solution
h15_1,Given antibiotic pills or syrups
h15_2,Given antibiotic pills or syrups
h15_3,Given antibiotic pills or syrups
h15_4,Given antibiotic pills or syrups
h15_5,Given antibiotic pills or syrups
h15_6,Given antibiotic pills or syrups
h15a_1,Given antimotility
h15a_2,Given antimotility
h15a_3,Given antimotility
h15a_4,Given antimotility
h15a_5,Given antimotility
h15a_6,Given antimotility
h15b_1,Given antibiotic injection
h15b_2,Given antibiotic injection
h15b_3,Given antibiotic injection
h15b_4,Given antibiotic injection
h15b_5,Given antibiotic injection
h15b_6,Given antibiotic injection
h15c_1,Given intravenous (IV)
h15c_2,Given intravenous (IV)
h15c_3,Given intravenous (IV)
h15c_4,Given intravenous (IV)
h15c_5,Given intravenous (IV)
h15c_6,Given intravenous (IV)
h15d_1,"Given home remedy, herbal medicine"
h15d_2,"Given home remedy, herbal medicine"
h15d_3,"Given home remedy, herbal medicine"
h15d_4,"Given home remedy, herbal medicine"
h15d_5,"Given home remedy, herbal medicine"
h15d_6,"Given home remedy, herbal medicine"
h15e_1,Given zinc
h15e_2,Given zinc
h15e_3,Given zinc
h15e_4,Given zinc
h15e_5,Given zinc
h15e_6,Given zinc
h15f_1,"Given other (not antibiotic, antimotility, zinc)"
h15f_2,"Given other (not antibiotic, antimotility, zinc)"
h15f_3,"Given other (not antibiotic, antimotility, zinc)"
h15f_4,"Given other (not antibiotic, antimotility, zinc)"
h15f_5,"Given other (not antibiotic, antimotility, zinc)"
h15f_6,"Given other (not antibiotic, antimotility, zinc)"
h15g_1,Given unknown pill or syrup
h15g_2,Given unknown pill or syrup
h15g_3,Given unknown pill or syrup
h15g_4,Given unknown pill or syrup
h15g_5,Given unknown pill or syrup
h15g_6,Given unknown pill or syrup
h15h_1,Given non-antibiotic injection
h15h_2,Given non-antibiotic injection
h15h_3,Given non-antibiotic injection
h15h_4,Given non-antibiotic injection
h15h_5,Given non-antibiotic injection
h15h_6,Given non-antibiotic injection
h15i_1,Given unknown injection
h15i_2,Given unknown injection
h15i_3,Given unknown injection
h15i_4,Given unknown injection
h15i_5,Given unknown injection
h15i_6,Given unknown injection
h15j_1,NA - Given CS
h15j_2,NA - Given CS
h15j_3,NA - Given CS
h15j_4,NA - Given CS
h15j_5,NA - Given CS
h15j_6,NA - Given CS
h15k_1,NA - Given CS
h15k_2,NA - Given CS
h15k_3,NA - Given CS
h15k_4,NA - Given CS
h15k_5,NA - Given CS
h15k_6,NA - Given CS
h15l_1,NA - Given CS
h15l_2,NA - Given CS
h15l_3,NA - Given CS
h15l_4,NA - Given CS
h15l_5,NA - Given CS
h15l_6,NA - Given CS
h15m_1,NA - Given CS
h15m_2,NA - Given CS
h15m_3,NA - Given CS
h15m_4,NA - Given CS
h15m_5,NA - Given CS
h15m_6,NA - Given CS
h20_1,Given other treatment
h20_2,Given other treatment
h20_3,Given other treatment
h20_4,Given other treatment
h20_5,Given other treatment
h20_6,Given other treatment
h21a_1,Given no treatment
h21a_2,Given no treatment
h21a_3,Given no treatment
h21a_4,Given no treatment
h21a_5,Given no treatment
h21a_6,Given no treatment
h21_1,Received any treatment
h21_2,Received any treatment
h21_3,Received any treatment
h21_4,Received any treatment
h21_5,Received any treatment
h21_6,Received any treatment
h22_1,Had fever in last two weeks
h22_2,Had fever in last two weeks
h22_3,Had fever in last two weeks
h22_4,Had fever in last two weeks
h22_5,Had fever in last two weeks
h22_6,Had fever in last two weeks
h31_1,Had cough in last two weeks
h31_2,Had cough in last two weeks
h31_3,Had cough in last two weeks
h31_4,Had cough in last two weeks
h31_5,Had cough in last two weeks
h31_6,Had cough in last two weeks
h31b_1,"Short, rapid breaths"
h31b_2,"Short, rapid breaths"
h31b_3,"Short, rapid breaths"
h31b_4,"Short, rapid breaths"
h31b_5,"Short, rapid breaths"
h31b_6,"Short, rapid breaths"
h31c_1,Problem in the chest or blocked or running nose
h31c_2,Problem in the chest or blocked or running nose
h31c_3,Problem in the chest or blocked or running nose
h31c_4,Problem in the chest or blocked or running nose
h31c_5,Problem in the chest or blocked or running nose
h31c_6,Problem in the chest or blocked or running nose
h31d_1,Had fever/cough in last 2 weeks: amount offered to drink
h31d_2,Had fever/cough in last 2 weeks: amount offered to drink
h31d_3,Had fever/cough in last 2 weeks: amount offered to drink
h31d_4,Had fever/cough in last 2 weeks: amount offered to drink
h31d_5,Had fever/cough in last 2 weeks: amount offered to drink
h31d_6,Had fever/cough in last 2 weeks: amount offered to drink
h31e_1,Had fever/cough in last 2 weeks: amount offered to eat
h31e_2,Had fever/cough in last 2 weeks: amount offered to eat
h31e_3,Had fever/cough in last 2 weeks: amount offered to eat
h31e_4,Had fever/cough in last 2 weeks: amount offered to eat
h31e_5,Had fever/cough in last 2 weeks: amount offered to eat
h31e_6,Had fever/cough in last 2 weeks: amount offered to eat
h32a_1,Fever/cough: government hospital
h32a_2,Fever/cough: government hospital
h32a_3,Fever/cough: government hospital
h32a_4,Fever/cough: government hospital
h32a_5,Fever/cough: government hospital
h32a_6,Fever/cough: government hospital
h32b_1,Fever/cough: government health center
h32b_2,Fever/cough: government health center
h32b_3,Fever/cough: government health center
h32b_4,Fever/cough: government health center
h32b_5,Fever/cough: government health center
h32b_6,Fever/cough: government health center
h32c_1,Fever/cough: government health post
h32c_2,Fever/cough: government health post
h32c_3,Fever/cough: government health post
h32c_4,Fever/cough: government health post
h32c_5,Fever/cough: government health post
h32c_6,Fever/cough: government health post
h32d_1,Fever/cough: maternity clinic
h32d_2,Fever/cough: maternity clinic
h32d_3,Fever/cough: maternity clinic
h32d_4,Fever/cough: maternity clinic
h32d_5,Fever/cough: maternity clinic
h32d_6,Fever/cough: maternity clinic
h32e_1,Fever/cough: community relay
h32e_2,Fever/cough: community relay
h32e_3,Fever/cough: community relay
h32e_4,Fever/cough: community relay
h32e_5,Fever/cough: community relay
h32e_6,Fever/cough: community relay
h32f_1,Fever/cough: mobile clinic
h32f_2,Fever/cough: mobile clinic
h32f_3,Fever/cough: mobile clinic
h32f_4,Fever/cough: mobile clinic
h32f_5,Fever/cough: mobile clinic
h32f_6,Fever/cough: mobile clinic
h32g_1,Fever/cough: health worker
h32g_2,Fever/cough: health worker
h32g_3,Fever/cough: health worker
h32g_4,Fever/cough: health worker
h32g_5,Fever/cough: health worker
h32g_6,Fever/cough: health worker
h32h_1,Fever/cough: other public sector
h32h_2,Fever/cough: other public sector
h32h_3,Fever/cough: other public sector
h32h_4,Fever/cough: other public sector
h32h_5,Fever/cough: other public sector
h32h_6,Fever/cough: other public sector
h32i_1,NA - Fever/cough: CS public sector
h32i_2,NA - Fever/cough: CS public sector
h32i_3,NA - Fever/cough: CS public sector
h32i_4,NA - Fever/cough: CS public sector
h32i_5,NA - Fever/cough: CS public sector
h32i_6,NA - Fever/cough: CS public sector
h32j_1,Fever/cough: private hospital/ clinic
h32j_2,Fever/cough: private hospital/ clinic
h32j_3,Fever/cough: private hospital/ clinic
h32j_4,Fever/cough: private hospital/ clinic
h32j_5,Fever/cough: private hospital/ clinic
h32j_6,Fever/cough: private hospital/ clinic
h32k_1,Fever/cough: private pharmacy
h32k_2,Fever/cough: private pharmacy
h32k_3,Fever/cough: private pharmacy
h32k_4,Fever/cough: private pharmacy
h32k_5,Fever/cough: private pharmacy
h32k_6,Fever/cough: private pharmacy
h32l_1,Fever/cough: private doctor
h32l_2,Fever/cough: private doctor
h32l_3,Fever/cough: private doctor
h32l_4,Fever/cough: private doctor
h32l_5,Fever/cough: private doctor
h32l_6,Fever/cough: private doctor
h32m_1,Fever/cough: mobile nurse
h32m_2,Fever/cough: mobile nurse
h32m_3,Fever/cough: mobile nurse
h32m_4,Fever/cough: mobile nurse
h32m_5,Fever/cough: mobile nurse
h32m_6,Fever/cough: mobile nurse
h32n_1,Fever/cough: other medical private
h32n_2,Fever/cough: other medical private
h32n_3,Fever/cough: other medical private
h32n_4,Fever/cough: other medical private
h32n_5,Fever/cough: other medical private
h32n_6,Fever/cough: other medical private
h32o_1,NA - Fever/cough: CS private medical
h32o_2,NA - Fever/cough: CS private medical
h32o_3,NA - Fever/cough: CS private medical
h32o_4,NA - Fever/cough: CS private medical
h32o_5,NA - Fever/cough: CS private medical
h32o_6,NA - Fever/cough: CS private medical
h32p_1,NA - Fever/cough: CS private medical
h32p_2,NA - Fever/cough: CS private medical
h32p_3,NA - Fever/cough: CS private medical
h32p_4,NA - Fever/cough: CS private medical
h32p_5,NA - Fever/cough: CS private medical
h32p_6,NA - Fever/cough: CS private medical
h32q_1,NA - Fever/cough: CS private medical
h32q_2,NA - Fever/cough: CS private medical
h32q_3,NA - Fever/cough: CS private medical
h32q_4,NA - Fever/cough: CS private medical
h32q_5,NA - Fever/cough: CS private medical
h32q_6,NA - Fever/cough: CS private medical
h32r_1,NA - Fever/cough: CS private medical
h32r_2,NA - Fever/cough: CS private medical
h32r_3,NA - Fever/cough: CS private medical
h32r_4,NA - Fever/cough: CS private medical
h32r_5,NA - Fever/cough: CS private medical
h32r_6,NA - Fever/cough: CS private medical
h32s_1,Fever/cough: shop
h32s_2,Fever/cough: shop
h32s_3,Fever/cough: shop
h32s_4,Fever/cough: shop
h32s_5,Fever/cough: shop
h32s_6,Fever/cough: shop
h32t_1,Fever/cough: traditional pract.
h32t_2,Fever/cough: traditional pract.
h32t_3,Fever/cough: traditional pract.
h32t_4,Fever/cough: traditional pract.
h32t_5,Fever/cough: traditional pract.
h32t_6,Fever/cough: traditional pract.
h32u_1,Fever/cough: market
h32u_2,Fever/cough: market
h32u_3,Fever/cough: market
h32u_4,Fever/cough: market
h32u_5,Fever/cough: market
h32u_6,Fever/cough: market
h32v_1,NA - Fever/cough: CS other sector
h32v_2,NA - Fever/cough: CS other sector
h32v_3,NA - Fever/cough: CS other sector
h32v_4,NA - Fever/cough: CS other sector
h32v_5,NA - Fever/cough: CS other sector
h32v_6,NA - Fever/cough: CS other sector
h32w_1,NA - Fever/cough: CS other sector
h32w_2,NA - Fever/cough: CS other sector
h32w_3,NA - Fever/cough: CS other sector
h32w_4,NA - Fever/cough: CS other sector
