variable,description
idxml_6,Index to Birth History
ml0_1,Type of mosquito bed net(s) child slept under last night
ml0_2,Type of mosquito bed net(s) child slept under last night
ml0_3,Type of mosquito bed net(s) child slept under last night
ml0_4,Type of mosquito bed net(s) child slept under last night
ml0_5,Type of mosquito bed net(s) child slept under last night
ml0_6,Type of mosquito bed net(s) child slept under last night
ml1_1,Number of times took fansidar during pregnancy
ml1_2,Number of times took fansidar during pregnancy
ml1_3,Number of times took fansidar during pregnancy
ml1_4,Number of times took fansidar during pregnancy
ml1_5,Number of times took fansidar during pregnancy
ml1_6,Number of times took fansidar during pregnancy
ml2_1,Source of antimalarial during pregnancy
ml2_2,Source of antimalarial during pregnancy
ml2_3,Source of antimalarial during pregnancy
ml2_4,Source of antimalarial during pregnancy
ml2_5,Source of antimalarial during pregnancy
ml2_6,Source of antimalarial during pregnancy
ml11_1,NA - Child has fever/cough now
ml11_2,NA - Child has fever/cough now
ml11_3,NA - Child has fever/cough now
ml11_4,NA - Child has fever/cough now
ml11_5,NA - Child has fever/cough now
ml11_6,NA - Child has fever/cough now
ml12_1,NA - Child has had convulsions in last 2 weeks
ml12_2,NA - Child has had convulsions in last 2 weeks
ml12_3,NA - Child has had convulsions in last 2 weeks
ml12_4,NA - Child has had convulsions in last 2 weeks
ml12_5,NA - Child has had convulsions in last 2 weeks
ml12_6,NA - Child has had convulsions in last 2 weeks
ml13a_1,Fansidar taken for fever/cough
ml13a_2,Fansidar taken for fever/cough
ml13a_3,Fansidar taken for fever/cough
ml13a_4,Fansidar taken for fever/cough
ml13a_5,Fansidar taken for fever/cough
ml13a_6,Fansidar taken for fever/cough
ml13b_1,Chloroquine taken for fever/cough
ml13b_2,Chloroquine taken for fever/cough
ml13b_3,Chloroquine taken for fever/cough
ml13b_4,Chloroquine taken for fever/cough
ml13b_5,Chloroquine taken for fever/cough
ml13b_6,Chloroquine taken for fever/cough
ml13c_1,Amodiaquine taken for fever/cough
ml13c_2,Amodiaquine taken for fever/cough
ml13c_3,Amodiaquine taken for fever/cough
ml13c_4,Amodiaquine taken for fever/cough
ml13c_5,Amodiaquine taken for fever/cough
ml13c_6,Amodiaquine taken for fever/cough
ml13d_1,Quinine taken for fever/cough
ml13d_2,Quinine taken for fever/cough
ml13d_3,Quinine taken for fever/cough
ml13d_4,Quinine taken for fever/cough
ml13d_5,Quinine taken for fever/cough
ml13d_6,Quinine taken for fever/cough
ml13e_1,Combination with artemisinin taken for fever/cough
ml13e_2,Combination with artemisinin taken for fever/cough
ml13e_3,Combination with artemisinin taken for fever/cough
ml13e_4,Combination with artemisinin taken for fever/cough
ml13e_5,Combination with artemisinin taken for fever/cough
ml13e_6,Combination with artemisinin taken for fever/cough
ml13f_1,Other CTA/antimalarial taken for fever/cough
ml13f_2,Other CTA/antimalarial taken for fever/cough
ml13f_3,Other CTA/antimalarial taken for fever/cough
ml13f_4,Other CTA/antimalarial taken for fever/cough
ml13f_5,Other CTA/antimalarial taken for fever/cough
ml13f_6,Other CTA/antimalarial taken for fever/cough
ml13g_1,NA - CS antimalarial taken for fever/cough
ml13g_2,NA - CS antimalarial taken for fever/cough
ml13g_3,NA - CS antimalarial taken for fever/cough
ml13g_4,NA - CS antimalarial taken for fever/cough
ml13g_5,NA - CS antimalarial taken for fever/cough
ml13g_6,NA - CS antimalarial taken for fever/cough
ml13h_1,Other antimalarial taken for fever/cough
ml13h_2,Other antimalarial taken for fever/cough
ml13h_3,Other antimalarial taken for fever/cough
ml13h_4,Other antimalarial taken for fever/cough
ml13h_5,Other antimalarial taken for fever/cough
ml13h_6,Other antimalarial taken for fever/cough
ml13i_1,Antibiotic pill/syrup taken for fever/cough
ml13i_2,Antibiotic pill/syrup taken for fever/cough
ml13i_3,Antibiotic pill/syrup taken for fever/cough
ml13i_4,Antibiotic pill/syrup taken for fever/cough
ml13i_5,Antibiotic pill/syrup taken for fever/cough
ml13i_6,Antibiotic pill/syrup taken for fever/cough
ml13j_1,Antibiotic injection taken for fever/cough
ml13j_2,Antibiotic injection taken for fever/cough
ml13j_3,Antibiotic injection taken for fever/cough
ml13j_4,Antibiotic injection taken for fever/cough
ml13j_5,Antibiotic injection taken for fever/cough
ml13j_6,Antibiotic injection taken for fever/cough
ml13k_1,Aspirin taken for fever/cough
ml13k_2,Aspirin taken for fever/cough
ml13k_3,Aspirin taken for fever/cough
ml13k_4,Aspirin taken for fever/cough
ml13k_5,Aspirin taken for fever/cough
ml13k_6,Aspirin taken for fever/cough
ml13l_1,NA - Acetaminophen/paracetamol/panadol taken for fever/cough
ml13l_2,NA - Acetaminophen/paracetamol/panadol taken for fever/cough
ml13l_3,NA - Acetaminophen/paracetamol/panadol taken for fever/cough
ml13l_4,NA - Acetaminophen/paracetamol/panadol taken for fever/cough
ml13l_5,NA - Acetaminophen/paracetamol/panadol taken for fever/cough
ml13l_6,NA - Acetaminophen/paracetamol/panadol taken for fever/cough
ml13m_1,NA - Ibuprofen taken for fever/cough
ml13m_2,NA - Ibuprofen taken for fever/cough
ml13m_3,NA - Ibuprofen taken for fever/cough
ml13m_4,NA - Ibuprofen taken for fever/cough
ml13m_5,NA - Ibuprofen taken for fever/cough
ml13m_6,NA - Ibuprofen taken for fever/cough
ml13n_1,Paracetamol taken for fever/cough
ml13n_2,Paracetamol taken for fever/cough
ml13n_3,Paracetamol taken for fever/cough
ml13n_4,Paracetamol taken for fever/cough
ml13n_5,Paracetamol taken for fever/cough
ml13n_6,Paracetamol taken for fever/cough
ml13o_1,NA - CS other taken for fever/cough
ml13o_2,NA - CS other taken for fever/cough
ml13o_3,NA - CS other taken for fever/cough
ml13o_4,NA - CS other taken for fever/cough
ml13o_5,NA - CS other taken for fever/cough
ml13o_6,NA - CS other taken for fever/cough
ml13p_1,NA - CS other taken for fever/cough
ml13p_2,NA - CS other taken for fever/cough
ml13p_3,NA - CS other taken for fever/cough
ml13p_4,NA - CS other taken for fever/cough
ml13p_5,NA - CS other taken for fever/cough
ml13p_6,NA - CS other taken for fever/cough
ml13x_1,Other taken for fever/cough
ml13x_2,Other taken for fever/cough
ml13x_3,Other taken for fever/cough
ml13x_4,Other taken for fever/cough
ml13x_5,Other taken for fever/cough
ml13x_6,Other taken for fever/cough
ml13y_1,Nothing taken for fever/cough
ml13y_2,Nothing taken for fever/cough
ml13y_3,Nothing taken for fever/cough
ml13y_4,Nothing taken for fever/cough
ml13y_5,Nothing taken for fever/cough
ml13y_6,Nothing taken for fever/cough
ml13z_1,Don't know if or what was taken for fever/cough
ml13z_2,Don't know if or what was taken for fever/cough
ml13z_3,Don't know if or what was taken for fever/cough
ml13z_4,Don't know if or what was taken for fever/cough
ml13z_5,Don't know if or what was taken for fever/cough
ml13z_6,Don't know if or what was taken for fever/cough
ml14a_1,NA - Injection given for fever/convulsion***
ml14a_2,NA - Injection given for fever/convulsion***
ml14a_3,NA - Injection given for fever/convulsion***
ml14a_4,NA - Injection given for fever/convulsion***
ml14a_5,NA - Injection given for fever/convulsion***
ml14a_6,NA - Injection given for fever/convulsion***
ml14b_1,NA - Suppository given for fever/convulsion***
ml14b_2,NA - Suppository given for fever/convulsion***
ml14b_3,NA - Suppository given for fever/convulsion***
ml14b_4,NA - Suppository given for fever/convulsion***
ml14b_5,NA - Suppository given for fever/convulsion***
ml14b_6,NA - Suppository given for fever/convulsion***
ml14y_1,NA - No suppository or injection given for fever/convulsion***
ml14y_2,NA - No suppository or injection given for fever/convulsion***
ml14y_3,NA - No suppository or injection given for fever/convulsion***
ml14y_4,NA - No suppository or injection given for fever/convulsion***
ml14y_5,NA - No suppository or injection given for fever/convulsion***
ml14y_6,NA - No suppository or injection given for fever/convulsion***
ml14z_1,NA - Don't know if suppository or injection given for fever/convulsion***
ml14z_2,NA - Don't know if suppository or injection given for fever/convulsion***
ml14z_3,NA - Don't know if suppository or injection given for fever/convulsion***
ml14z_4,NA - Don't know if suppository or injection given for fever/convulsion***
ml14z_5,NA - Don't know if suppository or injection given for fever/convulsion***
ml14z_6,NA - Don't know if suppository or injection given for fever/convulsion***
ml15a_1,Timing of start of fansidar
ml15a_2,Timing of start of fansidar
ml15a_3,Timing of start of fansidar
ml15a_4,Timing of start of fansidar
ml15a_5,Timing of start of fansidar
ml15a_6,Timing of start of fansidar
ml15b_1,NA - Number of days child took fansidar
ml15b_2,NA - Number of days child took fansidar
ml15b_3,NA - Number of days child took fansidar
ml15b_4,NA - Number of days child took fansidar
ml15b_5,NA - Number of days child took fansidar
ml15b_6,NA - Number of days child took fansidar
ml15c_1,NA - First source for fansidar
ml15c_2,NA - First source for fansidar
ml15c_3,NA - First source for fansidar
ml15c_4,NA - First source for fansidar
ml15c_5,NA - First source for fansidar
ml15c_6,NA - First source for fansidar
ml16a_1,Timing of start of chloroquine
ml16a_2,Timing of start of chloroquine
ml16a_3,Timing of start of chloroquine
ml16a_4,Timing of start of chloroquine
ml16a_5,Timing of start of chloroquine
ml16a_6,Timing of start of chloroquine
ml16b_1,NA - Number of days child took chloroquine
ml16b_2,NA - Number of days child took chloroquine
ml16b_3,NA - Number of days child took chloroquine
ml16b_4,NA - Number of days child took chloroquine
ml16b_5,NA - Number of days child took chloroquine
ml16b_6,NA - Number of days child took chloroquine
ml16c_1,NA - First source for chloroquine
ml16c_2,NA - First source for chloroquine
ml16c_3,NA - First source for chloroquine
ml16c_4,NA - First source for chloroquine
ml16c_5,NA - First source for chloroquine
ml16c_6,NA - First source for chloroquine
ml17a_1,Timing of start of amodiaquine
ml17a_2,Timing of start of amodiaquine
ml17a_3,Timing of start of amodiaquine
ml17a_4,Timing of start of amodiaquine
ml17a_5,Timing of start of amodiaquine
ml17a_6,Timing of start of amodiaquine
ml17b_1,NA - Number of days child took amodiaquine
ml17b_2,NA - Number of days child took amodiaquine
ml17b_3,NA - Number of days child took amodiaquine
ml17b_4,NA - Number of days child took amodiaquine
ml17b_5,NA - Number of days child took amodiaquine
ml17b_6,NA - Number of days child took amodiaquine
ml17c_1,NA - First source for amodiaquine
ml17c_2,NA - First source for amodiaquine
ml17c_3,NA - First source for amodiaquine
ml17c_4,NA - First source for amodiaquine
ml17c_5,NA - First source for amodiaquine
ml17c_6,NA - First source for amodiaquine
ml18a_1,Timing of start of quinine
ml18a_2,Timing of start of quinine
ml18a_3,Timing of start of quinine
ml18a_4,Timing of start of quinine
ml18a_5,Timing of start of quinine
ml18a_6,Timing of start of quinine
ml18b_1,NA - Number of days child took quinine
ml18b_2,NA - Number of days child took quinine
ml18b_3,NA - Number of days child took quinine
ml18b_4,NA - Number of days child took quinine
ml18b_5,NA - Number of days child took quinine
ml18b_6,NA - Number of days child took quinine
ml18c_1,NA - First source for quinine
ml18c_2,NA - First source for quinine
ml18c_3,NA - First source for quinine
ml18c_4,NA - First source for quinine
ml18c_5,NA - First source for quinine
ml18c_6,NA - First source for quinine
ml19a_1,NA - For fever/convulsion: consulted traditional healer***
ml19a_2,NA - For fever/convulsion: consulted traditional healer***
ml19a_3,NA - For fever/convulsion: consulted traditional healer***
ml19a_4,NA - For fever/convulsion: consulted traditional healer***
ml19a_5,NA - For fever/convulsion: consulted traditional healer***
ml19a_6,NA - For fever/convulsion: consulted traditional healer***
ml19b_1,NA - For fever/convulsion: gave tepid sponging***
ml19b_2,NA - For fever/convulsion: gave tepid sponging***
ml19b_3,NA - For fever/convulsion: gave tepid sponging***
ml19b_4,NA - For fever/convulsion: gave tepid sponging***
ml19b_5,NA - For fever/convulsion: gave tepid sponging***
ml19b_6,NA - For fever/convulsion: gave tepid sponging***
ml19c_1,NA - For fever/convulsion: gave herbs***
ml19c_2,NA - For fever/convulsion: gave herbs***
ml19c_3,NA - For fever/convulsion: gave herbs***
ml19c_4,NA - For fever/convulsion: gave herbs***
ml19c_5,NA - For fever/convulsion: gave herbs***
ml19c_6,NA - For fever/convulsion: gave herbs***
ml19d_1,NA - For fever/convulsion: CS***
ml19d_2,NA - For fever/convulsion: CS***
ml19d_3,NA - For fever/convulsion: CS***
ml19d_4,NA - For fever/convulsion: CS***
ml19d_5,NA - For fever/convulsion: CS***
ml19d_6,NA - For fever/convulsion: CS***
ml19e_1,NA - For fever/convulsion: CS***
ml19e_2,NA - For fever/convulsion: CS***
ml19e_3,NA - For fever/convulsion: CS***
ml19e_4,NA - For fever/convulsion: CS***
ml19e_5,NA - For fever/convulsion: CS***
ml19e_6,NA - For fever/convulsion: CS***
ml19f_1,NA - For fever/convulsion: CS***
ml19f_2,NA - For fever/convulsion: CS***
ml19f_3,NA - For fever/convulsion: CS***
ml19f_4,NA - For fever/convulsion: CS***
ml19f_5,NA - For fever/convulsion: CS***
ml19f_6,NA - For fever/convulsion: CS***
ml19x_1,NA - For fever/convulsion: other***
ml19x_2,NA - For fever/convulsion: other***
ml19x_3,NA - For fever/convulsion: other***
ml19x_4,NA - For fever/convulsion: other***
ml19x_5,NA - For fever/convulsion: other***
ml19x_6,NA - For fever/convulsion: other***
ml19y_1,NA - For fever/convulsion: gave/did nothing***
ml19y_2,NA - For fever/convulsion: gave/did nothing***
ml19y_3,NA - For fever/convulsion: gave/did nothing***
ml19y_4,NA - For fever/convulsion: gave/did nothing***
ml19y_5,NA - For fever/convulsion: gave/did nothing***
ml19y_6,NA - For fever/convulsion: gave/did nothing***
ml19z_1,NA - For fever/convulsion: don't know if something else was done***
ml19z_2,NA - For fever/convulsion: don't know if something else was done***
ml19z_3,NA - For fever/convulsion: don't know if something else was done***
ml19z_4,NA - For fever/convulsion: don't know if something else was done***
ml19z_5,NA - For fever/convulsion: don't know if something else was done***
ml19z_6,NA - For fever/convulsion: don't know if something else was done***
ml20a_1,Timing of start of combination with artemisinin
ml20a_2,Timing of start of combination with artemisinin
ml20a_3,Timing of start of combination with artemisinin
ml20a_4,Timing of start of combination with artemisinin
ml20a_5,Timing of start of combination with artemisinin
ml20a_6,Timing of start of combination with artemisinin
ml20b_1,NA - Number of days child took combination with artemisinin
ml20b_2,NA - Number of days child took combination with artemisinin
ml20b_3,NA - Number of days child took combination with artemisinin
ml20b_4,NA - Number of days child took combination with artemisinin
ml20b_5,NA - Number of days child took combination with artemisinin
ml20b_6,NA - Number of days child took combination with artemisinin
ml20c_1,NA - First source for combination with artemisinin
ml20c_2,NA - First source for combination with artemisinin
ml20c_3,NA - First source for combination with artemisinin
ml20c_4,NA - First source for combination with artemisinin
ml20c_5,NA - First source for combination with artemisinin
ml20c_6,NA - First source for combination with artemisinin
ml21a_1,Timing of start of other CTA antimalarial use
ml21a_2,Timing of start of other CTA antimalarial use
ml21a_3,Timing of start of other CTA antimalarial use
ml21a_4,Timing of start of other CTA antimalarial use
ml21a_5,Timing of start of other CTA antimalarial use
ml21a_6,Timing of start of other CTA antimalarial use
ml21b_1,NA - Number of days child took CS antimalarial
ml21b_2,NA - Number of days child took CS antimalarial
ml21b_3,NA - Number of days child took CS antimalarial
ml21b_4,NA - Number of days child took CS antimalarial
ml21b_5,NA - Number of days child took CS antimalarial
ml21b_6,NA - Number of days child took CS antimalarial
ml21c_1,NA - First source for CS antimalarial
ml21c_2,NA - First source for CS antimalarial
ml21c_3,NA - First source for CS antimalarial
ml21c_4,NA - First source for CS antimalarial
ml21c_5,NA - First source for CS antimalarial
ml21c_6,NA - First source for CS antimalarial
ml22a_1,NA - Timing of start of CS antimalarial use
ml22a_2,NA - Timing of start of CS antimalarial use
ml22a_3,NA - Timing of start of CS antimalarial use
ml22a_4,NA - Timing of start of CS antimalarial use
ml22a_5,NA - Timing of start of CS antimalarial use
ml22a_6,NA - Timing of start of CS antimalarial use
ml22b_1,NA - Number of days child took CS antimalarial
ml22b_2,NA - Number of days child took CS antimalarial
ml22b_3,NA - Number of days child took CS antimalarial
ml22b_4,NA - Number of days child took CS antimalarial
ml22b_5,NA - Number of days child took CS antimalarial
ml22b_6,NA - Number of days child took CS antimalarial
ml22c_1,NA - First source for CS antimalarial
ml22c_2,NA - First source for CS antimalarial
ml22c_3,NA - First source for CS antimalarial
ml22c_4,NA - First source for CS antimalarial
ml22c_5,NA - First source for CS antimalarial
ml22c_6,NA - First source for CS antimalarial
ml23a_1,Timing of start of other anti-malarial use
ml23a_2,Timing of start of other anti-malarial use
ml23a_3,Timing of start of other anti-malarial use
ml23a_4,Timing of start of other anti-malarial use
ml23a_5,Timing of start of other anti-malarial use
ml23a_6,Timing of start of other anti-malarial use
ml23b_1,NA - Number of days child took other anti-malarial
ml23b_2,NA - Number of days child took other anti-malarial
ml23b_3,NA - Number of days child took other anti-malarial
ml23b_4,NA - Number of days child took other anti-malarial
ml23b_5,NA - Number of days child took other anti-malarial
ml23b_6,NA - Number of days child took other anti-malarial
ml23c_1,NA - First source for other anti-malarial
ml23c_2,NA - First source for other anti-malarial
ml23c_3,NA - First source for other anti-malarial
ml23c_4,NA - First source for other anti-malarial
ml23c_5,NA - First source for other anti-malarial
ml23c_6,NA - First source for other anti-malarial
ml24c_1,NA - First source for antibiotic pill/syrup
ml24c_2,NA - First source for antibiotic pill/syrup
ml24c_3,NA - First source for antibiotic pill/syrup
ml24c_4,NA - First source for antibiotic pill/syrup
ml24c_5,NA - First source for antibiotic pill/syrup
ml24c_6,NA - First source for antibiotic pill/syrup
d005,Weight for Domestic Violence (6 decimals)
d101a,Husband/partner jealous if respondent talks with other men
d101b,Husband/partner accuses respondent of unfaithfulness
d101c,Husband/partner does not permit respondent to meet female friends
d101d,Husband/partner tries to limit respondent's contact with family
d101e,Husband/partner insists on knowing where respondent is
d101f,NA - Husband/partner doesn't trust respondent with money
d101g,NA - CS control issue
d101h,NA - CS control issue
d101i,NA - CS control issue
d101j,NA - CS control issue
d102,Number of control issues answered 'Yes'  (D101x = 1)***
d103a,Ever been humiliated by husband/partner
d103b,Ever been threatened with harm by husband/partner
d103c,Ever been insulted or made to feel bad by husband/partner
d103d,NA - Ever CS emotional abuse by husband/partner
d103e,NA - Ever CS emotional abuse by husband/partner
d103f,NA - Ever CS emotional abuse by husband/partner
d104,Experienced any emotional violence (D103x series)***
d105a,"Ever been pushed, shook or had something thrown by husband/partner"
d105b,Ever been slapped by husband/partner
d105c,Ever been punched with fist or hit by something harmful by husband/partner
d105d,Ever been kicked or dragged by husband/partner
d105e,Ever been strangled or burnt by husband/partner
d105f,Ever been threatened with knife/gun or other weapon by husband/partner
d105g,NA - Ever CS physical violence by husband/partner
d105h,Ever been physically forced into unwanted sex by husband/partner
d105i,Ever been forced into other unwanted sexual acts by husband/partner
d105j,Ever had arm twisted or hair pulled by husband/partner
d105k,Ever been physically forced to perform sexual acts respondent didn't want to
d105l,NA - Ever CS physical violence by husband/partner
d105m,NA - Ever CS physical violence by husband/partner
d105n,NA - Ever CS physical violence by husband/partner
d106,"Experienced any less severe violence (D105A-C,J) by husband/partner"
d107,Experienced any severe violence (D105D-F) by husband/partner
d108,"Experienced any sexual violence (D105H-I,K) by husband/partner"
d109,Timing of first event (from D105 series) in years after marriage
d110a,Ever had bruises because of husband/partner's actions
d110b,"Ever had eye injuries, sprains, dislocations or burns because of husband/partner's actions"
d110c,NA - Ever went to health facility because of husband/partner's actions
d110d,"Ever had wounds, broken bones, broken teeth or other serious injury because of husband/partner's actions"
d110e,NA - CS because of husband/partner's actions
d110f,NA - CS because of husband/partner's actions
d110g,NA - CS because of husband/partner's actions
d110h,NA - CS because of husband/partner's actions
d111,Experienced any of listed husband/partner's actions (D110x series)***
d112,Respondent ever physically hurt husband/partner when he was not hurting her
d112a,Frequency of physically hurting husband/partner in last 12 months
d113,Husband/partner drinks alcohol
d114,Frequency of husband/partner being drunk
d115b,Mother: Person who has ever physically hurt respondent
d115c,Father: Person who has ever physically hurt respondent
d115d,Daughter: Person who has ever physically hurt respondent
d115e,NA - Son: Person who has ever physically hurt respondent
d115f,Sister/brother: Person who has ever physically hurt respondent
d115g,Other relative: Person who has ever physically hurt respondent
d115h,NA - Other female family: Person who has ever physically hurt respondent
d115i,NA - Other male family: Person who has ever physically hurt respondent
d115j,NA - Former partner: Person who has ever physically hurt respondent
d115k,Current boyfriend: Person who has ever physically hurt respondent
d115l,Former boyfriend: Person who has ever physically hurt respondent
d115m,NA - Step-mother: Person who has ever physically hurt respondent
d115n,NA - Step-father: Person who has ever physically hurt respondent
d115o,Mother-in-law: Person who has ever physically hurt respondent
d115p,Father-in-law: Person who has ever physically hurt respondent
d115q,Other in-law: Person who has ever physically hurt respondent
d115r,NA - Other male in-law: Person who has ever physically hurt respondent
d115s,NA - Female friend: Person who has ever physically hurt respondent
d115t,NA - Male friend: Person who has ever physically hurt respondent
d115u,NA - Neighbor: Person who has ever physically hurt respondent
d115v,Teacher: Person who has ever physically hurt respondent
d115w,Employer: Person who has ever physically hurt respondent
d115x,Other: Person who has ever physically hurt respondent
d115y,No person other than husband/partner ever physically hurt respondent
d115xa,NA - Stranger: Person who has ever physically hurt respondent
d115xb,NA - Other female in-law/family: Person who has ever physically hurt respondent
d115xc,NA - Other male in-law/family: Person who has ever physically hurt respondent
d115xd,NA - Friend: Person who has ever physically hurt respondent
d115xe,Police: Person who has ever physically hurt respondent
d115xf,NA - Religious leader: Person who has ever physically hurt respondent
d115xg,NA - Lawyer: Person who has ever physically hurt respondent
d115xh,NA - Doctor: Person who has ever physically hurt respondent
d115xi,NA - CS: Person who has ever physically hurt respondent
d115xj,NA - CS: Person who has ever physically hurt respondent
d115xk,NA - CS: Person who has ever physically hurt respondent
d116,NA - Person who hurt respondent most often
d117a,Frequency of being hit in last 12 months by other than husband/partner
d118a,Husband/partner: Person who hurt respondent during a pregnancy
d118b,Mother: Person who hurt respondent during a pregnancy
d118c,Father/step-father: Person who hurt respondent during a pregnancy
d118d,Daughter/son: Person who hurt respondent during a pregnancy
d118e,NA - Son alone: Person who hurt respondent during a pregnancy
d118f,Sister/brother: Person who hurt respondent during a pregnancy
d118g,Other relative: Person who hurt respondent during a pregnancy
d118h,NA - Other female family: Person who hurt respondent during a pregnancy
d118i,NA - Other male family: Person who hurt respondent during a pregnancy
d118j,Former husband/partner: Person who hurt respondent during a pregnancy
d118k,Current boyfriend: Person who hurt respondent during a pregnancy
d118l,Former boyfriend: Person who hurt respondent during a pregnancy
d118m,NA - Step-mother: Person who hurt respondent during a pregnancy
d118n,NA - Step-father: Person who hurt respondent during a pregnancy
d118o,Mother-in-law: Person who hurt respondent during a pregnancy
d118p,Father-in-law: Person who hurt respondent during a pregnancy
d118q,Other in-law: Person who hurt respondent during a pregnancy
d118r,NA - Other female/male in-law: Person who hurt respondent during a pregnancy
d118s,NA - Female friend: Person who hurt respondent during a pregnancy
d118t,NA - Male friend: Person who hurt respondent during a pregnancy
d118u,NA - Neighbor: Person who hurt respondent during a pregnancy
d118v,Teacher: Person who hurt respondent during a pregnancy
d118w,Employer: Person who hurt respondent during a pregnancy
d118x,Other: Person who hurt respondent during a pregnancy
d118y,Respondent was not hurt by anyone during a pregnancy
d118xa,NA - Stranger: Person who hurt respondent during a pregnancy
d118xb,NA - Other female in-law/family: Person who hurt respondent during a pregnancy
d118xc,NA - Other male in-law/family: Person who hurt respondent during a pregnancy
d118xd,NA - Friend: Person who hurt respondent during a pregnancy
d118xe,Police: Person who hurt respondent during a pregnancy
d118xf,NA - Religious leader: Person who hurt respondent during a pregnancy
d118xg,NA - Lawyer: Person who hurt respondent during a pregnancy
d118xh,NA - Doctor: Person who hurt respondent during a pregnancy
d118xi,NA - CS: Person who hurt respondent during a pregnancy
d118xj,NA - CS: Person who hurt respondent during a pregnancy
d118xk,NA - CS: Person who hurt respondent during a pregnancy
d119a,NA - Husband/partner: Person respondent went to seek help
d119b,NA - Mother: Person respondent went to seek help
d119c,NA - Father: Person respondent went to seek help
d119d,NA - Daughter: Person respondent went to seek help
d119e,NA - Son: Person respondent went to seek help
d119f,NA - Sister: Person respondent went to seek help
d119g,NA - Brother: Person respondent went to seek help
d119h,Own family: Person respondent went to seek help
d119i,Husband/partner family: Person respondent went to seek help
d119j,Current/former husband/partner: Person respondent went to seek help
d119k,Current/former boyfriend: Person respondent went to seek help
d119l,NA - Former boyfriend alone: Person respondent went to seek help
d119m,NA - Step-mother: Person respondent went to seek help
d119n,NA - Step-father: Person respondent went to seek help
d119o,NA - Mother-in-law: Person respondent went to seek help
d119p,NA - Father-in-law: Person respondent went to seek help
d119q,NA - Other female in-law: Person respondent went to seek help
d119r,NA - Other male in-law: Person respondent went to seek help
d119s,NA - Female friend: Person respondent went to seek help
d119t,NA - Male friend: Person respondent went to seek help
d119u,Neighbor: Person respondent went to seek help
d119v,NA - Teacher: Person respondent went to seek help
d119w,NA - Employer: Person respondent went to seek help
d119x,Other: Person respondent went to seek help
d119y,Respondent did not seek help from anyone
d119xa,NA - Stranger: Person respondent went to seek help
d119xb,Social service organization: Person respondent went to seek help
d119xc,NA - CS: Person respondent went to seek help
d119xd,Friend: Person respondent went to seek help
d119xe,Police: Person respondent went to seek help
d119xf,Religious leader: Person respondent went to seek help
d119xg,Lawyer: Person respondent went to seek help
d119xh,Doctor: Person respondent went to seek help
d119xi,NA - CS: Person respondent went to seek help
d119xj,NA - CS: Person respondent went to seek help
d119xk,NA - CS: Person respondent went to seek help
d120,NA - Main reason never sought help
d121,Respondent's father ever beat her mother
d122a,Interview interrupted: husband's presence
d122b,Interview interrupted: other adult male's presence
d122c,Interview interrupted: adult female's presence
d123,NA - First sex was wanted or forced
d124,Ever forced to have sex by anyone other than husband/partner in last 12 months
d125,Ever forced to perform unwanted sexual acts
d126,Age at first forced sexual act
d127,Person who forced respondent into first sexual act
d128,Ever told anyone else about violence
d129,"Respondent afraid of husband/partner most of the time, sometimes or never"
d130a,"Previous husband: ever hit, slap, kick or physically hurt respondent"
d130b,Previous husband: physically forced to have sex or to perform sexual acts
spool,Pool
snprovin,New Province
seligm,Household selected for male interview
seligdv,Woman selected for DV
sqlang,Questionnaire Language
slangint,Interview Language
sinterp,Interpreter
s113a,Are you Congolese ?
s114,Ethnicity
s1005a,Number of cigarettes purchased last time
s1005b,Total spent
s1007a,Use tobacco without smoking
s1007c,Try to stop smoking in the last 12 months
s1007d,Smoking in the workplace in the last 30 days
s1101a,Mother had other birth
s1101b,Brothers alive
s1101c,Sisters alive
s1101d,Brothers who died
s1101e,Sisters who died
s1101f,Other siblings
s1101g,Number of other siblings
s1202,Line number of the youngest child
s1203a,Has a birth certificate
s1203b,Why doesn't have a birth certificate ?
s1204,Number of books for children
s1205a,Fabricated toys in the house
s1205b,Toys from a store
s1205c,Objects from household or from outside
s1206a,Days left alone for more than one hour
s1206b,Number of days left with another child for more than one hour.
s1208,Line number of the youngest child of 3 or 4 years
s1210,Participating in an educational learning program
s1211,Hours spent in learning program during last 7 days
s1212aa,Read books with child: mother
s1212ab,Read books with child: father
s1212ax,Read books with child: other
s1212ay,Read books with child: no one
s1212ba,Tell stories to child: mother
s1212bb,Tell stories to child: father
s1212bx,Tell stories to child: other
s1212by,Tell stories to child: no one
s1212ca,Sing songs to child: mother
s1212cb,Sing songs to child: father
s1212cx,Sing songs to child: other
s1212cy,Sing songs to child: no one
s1212da,Stroll out of the house with child: mother
s1212db,Stroll out of the house with child: father
s1212dx,Stroll out of the house with child: other
s1212dy,Stroll out of the house with child: no one
s1212ea,Play with child: mother
s1212eb,Play with child: father
s1212ex,Play with child: other
s1212ey,Play with child: no one
s1212fa,Spend time with child: mother
s1212fb,Spend time with child: father
s1212fx,Spend time with child: other
s1212fy,Spend time with child: no one
s1213,Child can name at least 10 letters of the alphabet.
s1214,Child can read at least 4 common words
s1215,Child can recognize the numbers 1 to 10
s1216,Child can pick up with 2 fingers a small object
s1217,Child is often too sick to play
s1218,Child can follow simple instructions
s1219,Child can do a task independently
s1220,Child gets along well with other children
s1221,"Child kicks, bites or beats others"
s1222,Child is easily distracted
s1323,Anyone (besides partner) ever forced respondent to have intercourse
